row_id,postcode
1969760,W1C 1BA
1315040,OX7 3TA
408158,CV5 9BS
1880148,TQ1 4FH
1315429,OX7 5NP
1307117,OX3 8DR
410989,CV7 8WA
1315639,OX7 6AL
1974290,W1J 5BU
781358,HX6 2PB
410695,CV7 7WX
622687,EX5 4BA
1983642,W1V 9RD
1976210,W1K 7PZ
1314857,OX7 3DA
2112742,WV7 3YS
1313481,OX6 7NW
1886016,TQ2 7JT
1301201,OX2 7UJ
1287543,OX1 2LF
405703,CV4 0ED
1316414,OX8 1TW
1316323,OX8 1PB
1309707,OX4 4SG
386535,CV1 2YB
1308479,OX4 1GJ
562142,E1W 1YY
1967768,W1A 4SG
1886014,TQ2 7JR
621435,EX4 6YB
1973604,W1H 5PR
1880186,TQ1 4JL
623594,EX6 7UG
1978368,W1P 9DF
1970549,W1D 5HP
1885456,TQ2 5UB
2112344,WV6 9EU
1978034,W1P 5DB
1308640,OX4 1SP
1966896,W1A 2EH
1968582,W1A 6SZ
407376,CV5 6JG
409509,CV6 5LH
2101031,WV1 3EU
1981621,W1U 2PG
411182,CV7 9JU
1315051,OX7 3TS
1306651,OX3 0WB
1967973,W1A 5EP
621778,EX4 8NU
1887595,TQ4 5RE
1982653,W1U 7NW
1971102,W1F 0TQ
1985665,W1Y 4DT
392138,CV2 4PQ
1880350,TQ1 4WB
1981492,W1U 1QZ
2110237,WV4 6BN
1310079,OX4 5RR
410370,CV6 9LB
624592,EX8 1BA
410527,CV7 7JG
1886143,TQ2 7TG
2112300,WV6 9BD
1983275,W1V 5DH
392379,CV2 5HH
1888171,TQ4 7XN
2111769,WV6 7QW
781715,HX6 3YH
625766,EX8 5NH
1306657,OX3 0WZ
396782,CV3 4HN
1967198,W1A 2YP
1966890,W1A 2EA
1970527,W1D 5EA
780509,HX4 9BF
622757,EX5 4HX
1309497,OX4 4DB
1979715,W1S 3AY
776921,HX1 9AU
1885635,TQ2 6HS
1308562,OX4 1NQ
1301849,OX2 9XX
1306998,OX3 7TS
624810,EX8 1TS
620012,EX4 1HL
1317784,OX8 6RH
1311727,OX5 1QN
1886508,TQ3 1EW
1976843,W1M 7PN
2111913,WV6 7ZD
1970667,W1D 6DJ
2113085,WV8 1YH
1972656,W1G 9PZ
1975077,W1J 9PD
1984962,W1X 6DP
1889850,TQ7 1WJ
1971840,W1F 9TB
1308694,OX4 1WG
1319633,OX9 4RY
623067,EX5 5YL
1890775,TQ8 8JE
610150,EX2 9DQ
1973956,W1H 7NL
609500,EX2 7GL
1316276,OX8 1JT
2109489,WV3 9RB
1885723,TQ2 6QJ
1890885,TQ9 5AR
1309083,OX4 2WG
1983903,W1W 6QE
1316858,OX8 3RA
1307336,OX3 8TT
397461,CV3 9BA
609374,EX2 6NG
1317972,OX8 7DH
386926,CV1 4HR
1315339,OX7 5GA
625739,EX8 5JZ
1319933,OX9 5UJ
1973671,W1H 5YL
626211,EX9 7AF
411627,CV8 1YQ
1980281,W1T 1QY
2109851,WV4 4XQ
619941,EX4 1BA
2101113,WV1 3NQ
1968909,W1A 7PZ
1317423,OX8 5RW
412587,CV9 1RE
1310382,OX4 6PF
782164,HX7 5SF
412304,CV8 9BD
782814,HX7 8WU
1313075,OX6 0YJ
1886163,TQ2 7XW
620686,EX4 3YP
1975108,W1K 1DB
1315103,OX7 4AU
1318279,OX8 7YU
1317287,OX8 5GT
396278,CV3 2LJ
1976989,W1M 9FH
626185,EX9 6XN
2109208,WV3 8EX
405821,CV4 7DJ
622926,EX5 5BU
1887609,TQ4 5RY
1972327,W1G 8DZ
1983398,W1V 6EU
1890977,TQ9 5GJ
1317344,OX8 5LU
623296,EX6 6PX
411569,CV8 1SN
779060,HX3 6DX
1890225,TQ7 3HN
1320438,OX9 7YP
1976083,W1K 6ZH
622286,EX5 2FX
1969203,W1A 9XB
1890797,TQ8 8LG
1880084,TQ1 4BA
412008,CV8 2XY
782394,HX7 6WQ
1889009,TQ5 9TU
1300448,OX2 0RH
624704,EX8 1LP
391884,CV2 3PR
1971434,W1F 8EP
1307479,OX3 9FN
1320512,OX9 8HE
781831,HX6 4JG
1983522,W1V 7LJ
1890389,TQ7 3YE
1306560,OX3 0QD
1985319,W1Y 0PQ
407840,CV5 7YH
1880194,TQ1 4JW
2109526,WV3 9XD
623155,EX6 6AE
598840,EX1 1PR
1318593,OX9 1BX
411103,CV7 9EU
776289,HX1 3LW
1317984,OX8 7DY
782003,HX7 5DP
1315313,OX7 5ET
1310402,OX4 6QF
2109916,WV4 5BE
1886427,TQ2 8YL
1973147,W1H 2DH
396062,CV3 1PJ
1981573,W1U 2JJ
412671,CV9 2DG
2101733,WV1 9QU
1971191,W1F 7EE
386158,CV1 1NT
1968247,W1A 5XF
1888964,TQ5 9RP
1968190,W1A 5TJ
412197,CV8 3JN
408656,CV6 1YL
406062,CV4 8JH
776962,HX1 9DW
2112518,WV7 3BB
1311802,OX5 1UF
408892,CV6 2YA
1312819,OX6 0FL
1886304,TQ2 8HZ
621524,EX4 7DT
410247,CV6 9BW
620560,EX4 3NW
397263,CV3 6JB
782580,HX7 8AD
1968189,W1A 5TH
2101252,WV1 4DP
1887711,TQ4 6DJ
1315198,OX7 4LW
625317,EX8 3QU
391009,CV2 1BF
1979175,W1R 8SS
1889496,TQ6 9NY
1979765,W1S 3EX
411347,CV8 1DJ
1968802,W1A 7GP
1316050,OX7 7EN
620512,EX4 3JD
1317759,OX8 6QB
387270,CV1 5QG
1889883,TQ7 2AB
781882,HX6 4NW
1300567,OX2 6DG
396271,CV3 2LA
1317298,OX8 5HL
409697,CV6 6AB
1976531,W1M 3HJ
1318716,OX9 1PX
396842,CV3 4ZZ
412539,CV9 1NQ
779209,HX3 6SE
2109049,WV3 7HH
1318113,OX8 7NZ
562244,E1W 2PR
2110866,WV5 8HA
1973862,W1H 7EH
778904,HX3 5PS
1308555,OX4 1NE
1967911,W1A 5AL
1978783,W1R 4DU
1889514,TQ6 9PW
1312432,OX5 3TY
1316571,OX8 2LS
412405,CV9 1BE
1979542,W1S 2HP
779220,HX3 6TA
1982534,W1U 7BB
620199,EX4 2AY
778266,HX2 9ET
1967992,W1A 5FN
620506,EX4 3HW
781651,HX6 3PT
1974553,W1J 6JB
412266,CV8 3ZF
775906,HX1 2BH
780051,HX3 9QN
1973915,W1H 7JH
1979539,W1S 2HG
1977863,W1P 2AL
1975567,W1K 3PJ
625265,EX8 3LR
599514,EX1 3QT
1309768,OX4 4WQ
1311838,OX5 1YB
1968785,W1A 7FS
1879651,TQ1 2PT
780912,HX5 9BE
1319338,OX9 3TT
776813,HX1 5PS
1317640,OX8 6GA
778080,HX2 8RA
410252,CV6 9DD
776919,HX1 9AS
409105,CV6 4AN
397568,CV3 9HN
1971732,W1F 9LA
2108978,WV3 7AN
408230,CV5 9GH
1975427,W1K 2XA
1971987,W1G 0PX
1968334,W1A 6BQ
1307250,OX3 8PE
1982632,W1U 7LQ
782538,HX7 7NL
780503,HX4 9AY
1975974,W1K 6JL
1889399,TQ6 9EN
1885618,TQ2 6EY
1314650,OX7 2AE
780527,HX4 9DF
1313054,OX6 0XF
1982631,W1U 7LP
1979421,W1S 1RH
1985850,W1Y 6JU
1307110,OX3 8DG
1300731,OX2 6PS
1315873,OX7 6RL
386595,CV1 3BE
1891174,TQ9 5UF
1969546,W1B 4NE
1309600,OX4 4JJ
1889562,TQ6 9SG
622540,EX5 3BP
562478,E1W 3RL
1317832,OX8 6TT
1967084,W1A 2RW
409415,CV6 5EP
755983,77PXY 9JF
386123,CV1 1JU
1890641,TQ7 9AD
1317895,OX8 6XY
1985962,W1Y 8BH
1891719,TQ9 7LW
1979669,W1S 2XP
778798,HX3 5DP
1891637,TQ9 7DY
1316402,OX8 1TD
1309726,OX4 4TH
1306580,OX3 0RE
409620,CV6 5TF
396767,CV3 4FY
1880229,TQ1 4NQ
1984324,W1W 8BP
1288016,OX1 4JB
562134,E1W 1YP
1974722,W1J 7HX
1972447,W1G 8PZ
408700,CV6 2BH
609510,EX2 7HD
1976814,W1M 7FR
624148,EX7 0NH
779412,HX3 7LZ
1975855,W1K 5NL
396929,CV3 5FL
776326,HX1 3QJ
1320417,OX9 7XH
562374,E1W 3DY
1973577,W1H 5LP
1979657,W1S 2WE
409106,CV6 4AP
391797,CV2 3HG
1967404,W1A 3NZ
1979469,W1S 1YL
782653,HX7 8HA
1974073,W1H 8EP
1309381,OX4 3TS
782291,HX7 6EU
1100158,N1P 2RL
1308858,OX4 2GA
1980353,W1T 2AG
1310509,OX4 7FF
1970975,W1F 0HJ
610339,EX2 9UB
778458,HX2 9YR
1966633,W1A 1GP
777453,HX2 6AP
623517,EX6 7PU
1973247,W1H 2PR
1889177,TQ6 0JN
1310471,OX4 6XS
1308924,OX4 2LH
621636,EX4 8BL
1886042,TQ2 7NB
1977671,W1N 9FB
625858,EX8 5WP
1967643,W1A 4FS
1315553,OX7 5UT
1973410,W1H 4LA
625975,EX9 6BU
1891206,TQ9 5WW
1300656,OX2 6HX
2111871,WV6 7XA
1307350,OX3 8WW
1320126,OX9 6QW
387231,CV1 5NG
1983401,W1V 6HD
1977739,W1P 0EL
397448,CV3 9AJ
1100043,N1P 2HS
1982329,W1U 6FT
1974749,W1J 7LH
780675,HX4 9YF
1314840,OX7 3BA
620411,EX4 3AB
1318309,OX8 8BF
1319995,OX9 6DL
1301827,OX2 9WF
409633,CV6 5TY
2101719,WV1 9QB
1316748,OX8 3HP
411236,CV7 9PN
2113474,WV9 5YH
409837,CV6 6JD
1977553,W1N 8BE
1976282,W1M 0DE
1300477,OX2 0WX
1975668,W1K 4EG
1287489,OX1 2ET
1982266,W1U 6BB
623376,EX6 7BD
1317232,OX8 5DY
1983672,W1W 5BA
411405,CV8 1GG
1978904,W1R 6DD
1984147,W1W 7LA
781338,HX6 2NA
392139,CV2 4PR
1974632,W1J 7AG
1983827,W1W 6DS
1315386,OX7 5JJ
1968773,W1A 7FA
1311863,OX5 2AE
1972175,W1G 7AG
408776,CV6 2GE
622954,EX5 5EL
777776,HX2 7JY
1888464,TQ5 0YB
1314463,OX7 1HG
1287871,OX1 3TY
778297,HX2 9JS
1315073,OX7 3YD
776062,HX1 2QS
1314639,OX7 1YB
1315262,OX7 5BD
387416,CV1 9BW
1316945,OX8 3XJ
1307505,OX3 9JA
1306585,OX3 0RL
1300283,OX2 0BS
1985849,W1Y 6JS
1967793,W1A 4TP
1971171,W1F 7DE
2100460,WV1 1HG
1315076,OX7 3YJ
780541,HX4 9EA
1317438,OX8 5SQ
1306675,OX3 0YH
1301509,OX2 8XU
396950,CV3 5GN
1889622,TQ7 1AJ
391841,CV2 3LN
1985302,W1Y 0LQ
624561,EX7 9YQ
397197,CV3 6ET
1976463,W1M 2DR
1982948,W1V 1HB
1972727,W1G 9TU
1317757,OX8 6PZ
1977289,W1N 4EY
2110319,WV4 6JJ
1980859,W1T 4SF
1316350,OX8 1QL
1980042,W1S 4PX
1891713,TQ9 7LP
1970168,W1D 3BB
396190,CV3 2EZ
1969884,W1C 2HB
623531,EX6 7QP
1879866,TQ1 3LP
1985509,W1Y 2JH
391261,CV2 1SX
1301530,OX2 8YX
608821,EX2 4SE
1288538,OX1 9GY
1287624,OX1 2SJ
1886409,TQ2 8WU
1885252,TQ2 5DN
779346,HX3 7EL
407328,CV5 6FX
625546,EX8 4QT
1314222,OX6 9QD
620008,EX4 1HB
609532,EX2 7JF
1976882,W1M 8BA
1317437,OX8 5SP
411544,CV8 1RF
1985858,W1Y 6LL
1300423,OX2 0PP
1317216,OX8 5DD
1888148,TQ4 7TT
1978277,W1P 7PG
2101542,WV1 9DB
1307311,OX3 8SF
1885209,TQ2 5AF
609094,EX2 5NR
1315652,OX7 6BB
1983961,W1W 6TN
1320489,OX9 8DZ
407381,CV5 6JP
387251,CV1 5PH
1981215,W1T 7JJ
392353,CV2 5GA
777922,HX2 7YS
1313952,OX6 8UN
780351,HX4 8HG
392272,CV2 5AX
1888703,TQ5 8SQ
1316773,OX8 3JU
620905,EX4 4PB
409444,CV6 5GA
2111352,WV6 0UT
1888715,TQ5 8XY
1979835,W1S 3PZ
782449,HX7 7DP
2108784,WV3 0LF
1319675,OX9 4UJ
775905,HX1 2BG
777094,HX1 9NN
1976485,W1M 2HR
1888798,TQ5 9EE
1889107,TQ6 0DA
624780,EX8 1SA
780126,HX3 9WA
1318606,OX9 1DX
1319111,OX9 3EG
1317125,OX8 4RE
1985686,W1Y 4HN
2100421,WV1 1DJ
1888956,TQ5 9RD
1888991,TQ5 9SX
1977436,W1N 6HS
1979928,W1S 4EJ
1308798,OX4 2BZ
1320133,OX9 6RL
1980468,W1T 2NG
1879934,TQ1 3QY
1889067,TQ5 9YZ
613615,EX3 0JZ
1316645,OX8 2SH
1974048,W1H 8AL
623421,EX6 7GZ
1301760,OX2 9QL
1880108,TQ1 4DH
1887754,TQ4 6HP
2110017,WV4 5LG
1980831,W1T 4QP
780070,HX3 9RL
1890798,TQ8 8LH
1976148,W1K 7FP
779287,HX3 6ZY
1312102,OX5 2SN
1968646,W1A 6XE
1975564,W1K 3PF
1300806,OX2 6TL
1301046,OX2 7JR
780500,HX4 9AU
781325,HX6 2LJ
1319214,OX9 3LP
1879674,TQ1 2QX
778091,HX2 8RR
598729,EX1 1EU
409689,CV6 5ZS
777951,HX2 8BD
1978758,W1R 4BA
777696,HX2 6YQ
1890591,TQ7 4RA
2112526,WV7 3BN
408688,CV6 2AT
2110592,WV5 0JG
412283,CV8 9AB
780563,HX4 9FF
1985549,W1Y 2QD
1891308,TQ9 6DA
1968611,W1A 6UL
1309753,OX4 4UU
598822,EX1 1NS
1099692,N1P 1ND
1300580,OX2 6DY
1319888,OX9 5RN
1314944,OX7 3NF
2113043,WV8 1WF
562589,E1W 9BU
1311635,OX5 1HX
1976417,W1M 1PE
1307444,OX3 9DS
1306620,OX3 0TH
1985576,W1Y 3HA
1979739,W1S 3DQ
1318773,OX9 1TL
621339,EX4 6QG
598888,EX1 1SA
2100991,WV1 3BT
1979830,W1S 3PT
